,ASV_1,ASV_2,ASV_3,ASV_4,ASV_5,ASV_6,ASV_7,ASV_8,ASV_9,ASV_10,ASV_11,ASV_13,ASV_14,ASV_15,ASV_16,ASV_17,ASV_18,ASV_19,ASV_23,ASV_30,ASV_31,ASV_34,ASV_35,ASV_36,ASV_37,ASV_41,ASV_42,ASV_44,ASV_46,ASV_51,ASV_52,ASV_66,ASV_71,ASV_83,ASV_87,ASV_93,ASV_129,elevation,extract-concen,amplicon-concentration,depth,ph,toc,ec,average-soil-relative-humidity,relative-humidity-soil-high,relative-humidity-soil-low,percent-relative-humidity-soil-100,average-soil-temperature,temperature-soil-high,temperature-soil-low,percentcover
YUN3428.2,3.138666804933371,0.0,0.0,0.0,0.0,4.047522558320007,0.0,0.0,0.0,0.0,3.1199746719212182,1.9828961024253124,0.0,0.0,0.0,0.0,1.452267851363142,0.0,3.7940736575104688,0.0,0.0,0.0,2.8632548250734042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.145415031923087,0.0,2.2407252117274123,0.0,2.5169785883555704,0.0,1.6345894081570964,0.5984122573615666,-0.15896871596511067,-0.4330606200046585,0.0,-1.043447261421159,-0.12107863750171051,-0.6622942730004125,1.0873125055415522,0.6475837691883881,1.7153435617537471,1.5297545541208621,-0.5673898872239947,-0.7214054475342955,-0.583280342184169,2.3065289555493402
YUN3428.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.484351708483427,0.0,3.3084610420197627,0.0,0.0,0.0,2.401739761161758,0.0,4.011177673595858,0.0,0.0,0.0,0.0,0.0,2.2475890813345,0.0,0.0,2.940736261894445,1.7551125962367058,0.0,0.0,0.0,0.0,0.0,2.1904306674945513,1.5544419007745545,1.9221666808998719,0.5984122573615666,-0.024768930936228954,0.8757636515921547,0.0,-1.043447261421159,-0.10391088836776441,-0.6622942730004125,1.0873125055415522,0.6475837691883881,1.7153435617537471,1.5297545541208621,-0.5673898872239947,-0.7214054475342955,-0.583280342184169,2.3065289555493402
YUN3533.1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3921587978588423,0.0,0.0,0.0,0.0,2.1557700197946117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.393629967747715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702636442404635,0.07157096511725036,0.7027326461946096,-2.1650635094610964,-1.193793425970015,0.0,0.0,1.0876314928385307,0.6475837691883881,1.7159733701639235,1.5430173697781522,-1.0183636347089697,-1.108224761983722,-0.6961549221670312,2.240422884637289
YUN3533.1.2,3.8683692396095917,0.0,0.0,0.0,2.906958072454967,0.0,0.0,0.0,0.0,0.0,3.7432060966555856,1.882453755940579,0.0,0.0,2.798744487814734,0.0,1.7283030761133207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1145974372332113,1.9514466274275304,0.0,1.5459815193193662,0.0,0.0,0.0,0.0,0.0,0.0,0.702636442404635,0.047570499784629204,0.7071693386407008,0.0,0.15932205496968227,-0.1674779594853486,-0.6615532971379489,1.0876314928385307,0.6475837691883881,1.7159733701639235,1.5430173697781522,-1.0183636347089697,-1.108224761983722,-0.6961549221670312,2.240422884637289
YUN3533.1.3,4.724359248693545,3.85659555771405,0.0,3.3100518513459805,3.0522227420438806,0.0,0.0,0.0,0.0,0.0,3.4378852228558654,2.0908115748892557,0.0,0.0,3.354503613916814,0.0,0.0,0.0,0.0,0.0,0.0,3.417682515538346,0.0,0.0,0.0,0.0,0.0,0.0,1.828447310421765,0.0,0.0,0.0,0.0,0.0,0.0,0.6244745060958289,1.6053037591075552,0.702636442404635,-0.15913773332660805,-0.2940442566938106,2.1650635094610964,-0.14137027412802838,0.0,0.0,1.0876314928385307,0.6475837691883881,1.7159733701639235,1.5430173697781522,-1.0183636347089697,-1.108224761983722,-0.6961549221670312,2.240422884637289
YUN3533.2,3.2144169048943527,5.904877412969576,0.0,0.0,3.3838350568523996,0.0,0.0,0.0,0.0,0.0,2.824219268916977,0.0,0.0,0.0,0.0,0.0,1.6790869646139743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7480798361009258,1.6790869646139743,1.6049789924602524,0.0,0.0,0.0,0.0,1.5249362847867163,0.0,0.702636442404635,1.066069120167553,0.708648236122731,0.0,0.15932205496968227,-0.05055166808658061,-0.6615532971379489,1.0876314928385307,0.6475837691883881,1.7159733701639235,1.5430173697781522,-1.0183636347089697,-1.108224761983722,-0.6961549221670312,2.240422884637289
YUN3533.3,3.656992572298073,3.540355668572312,0.0,3.384485297865527,2.9729778753014,0.0,0.0,0.0,0.0,0.0,2.8776676954970752,0.0,2.8157922917789877,0.0,0.0,0.0,2.297849200244133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.101138905998079,0.0,2.2237412280904114,0.0,0.0,0.0,0.0,1.7988580341251454,0.0,0.702636442404635,0.12058599995147669,1.1671064555521231,0.0,0.15932205496968227,-0.10112692904874612,-0.6615532971379489,1.0876314928385307,0.6475837691883881,1.7159733701639235,1.5430173697781522,-1.0183636347089697,-1.108224761983722,-0.6961549221670312,2.240422884637289
YUN3856.1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7098667538685665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31255643931295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.459066608677825,1.8084790425366757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0232498878228358,0.5941726468670014,0.5016025886384893,-2.1650635094610964,-1.37420882342864,0.0,0.0,1.0697682042077497,0.6475837691883881,0.8915541612434899,1.3838635818906708,-1.4078409620823575,-1.4703534818938238,-1.2126416366340682,0.4225059345558883
YUN3856.1.2,5.640628353353138,0.0,0.0,0.0,0.0,0.0,3.7813107331137923,0.0,0.0,0.0,3.737347609692676,0.0,0.0,0.0,0.0,0.0,2.0212999622003176,0.0,0.0,0.0,1.646606512758907,0.0,0.0,0.0,2.1931502191269767,0.0,0.0,0.0,2.139082997856701,0.0,0.0,0.0,0.0,0.0,0.0,1.8877685695757949,0.0,1.0232498878228358,0.5580029315065724,1.0073855274928512,0.0,-0.6976510829587927,-0.07839126127676346,-0.6578484178256302,1.0697682042077497,0.6475837691883881,0.8915541612434899,1.3838635818906708,-1.4078409620823575,-1.4703534818938238,-1.2126416366340682,0.4225059345558883
YUN3856.1.3,0.0,0.0,2.7167948904100307,0.0,0.0,0.0,0.0,0.0,3.5232707562769794,0.0,0.0,2.2705077877816113,0.0,0.0,0.0,0.0,1.8958143383402006,0.0,3.08143800399794,0.0,0.0,0.0,2.793755931546159,0.0,0.0,0.0,0.0,0.0,0.0,2.2705077877816113,1.4438292145971432,0.0,0.0,0.0,0.0,0.0,0.0,1.0232498878228358,0.03472518031083195,1.2765448692223653,2.1650635094610964,-0.5322703019550515,0.0,0.0,1.0697682042077497,0.6475837691883881,0.8915541612434899,1.3838635818906708,-1.4078409620823575,-1.4703534818938238,-1.2126416366340682,0.4225059345558883
YUN3856.2,4.303065051648902,0.0,0.0,3.825279281961112,0.0,0.0,0.0,0.0,0.0,0.0,3.0541705599314546,0.0,0.0,0.0,0.0,0.0,2.877239851772376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.080838807013616,0.0,0.0,0.0,2.3336244051833948,2.7013491853087124,2.534295100645546,0.0,0.0,0.0,0.0,1.0526905597213305,0.0,1.0232498878228358,0.21117930571404675,1.1212606336091842,0.0,-0.6976510829587927,-0.22176516620620515,-0.6578484178256302,1.0697682042077497,0.6475837691883881,0.8915541612434899,1.3838635818906708,-1.4078409620823575,-1.4703534818938238,-1.2126416366340682,0.4225059345558883
YUN3856.3,0.0,0.0,0.0,0.0,0.0,0.0,3.8213683770159736,0.0,0.0,0.0,3.4403543647719736,0.0,2.8698095063043607,0.0,0.0,0.0,2.573543690161188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3843016905226597,0.0,0.0,0.0,2.7326083847908755,2.6402350646598602,2.6074452418368694,0.0,0.0,0.0,0.0,2.201980133728705,0.0,1.0232498878228358,0.6365960046028318,0.9349195508733664,0.0,-0.6976510829587927,0.04920687417824128,-0.6578484178256302,1.0697682042077497,0.6475837691883881,0.8915541612434899,1.3838635818906708,-1.4078409620823575,-1.4703534818938238,-1.2126416366340682,0.4225059345558883
